Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,
The data was reported to EPA by facilities as of 08/16/2024,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,
Search Parameters: year=2023; GHGs=ALL; data type=All Direct Emitters; ,,,,,,,,,,,,
,,,,,,,,,,,,
REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2023,Cherokee,1007207,6198 FRANKLIN ST,39.8078,-104.9648,DENVER,Adams,CO,80216,XCEL ENERGY INC (100%),1514357,"C,D"
2023,Cherokee County Cogen,1007184,132 PEOPLES CREEK RD,35.0727,-81.613,GAFFNEY,Cherokee,SC,29340,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY (100%),50857,D
2023,Chesterfield Power Station,1000964,500 COXENDALE ROAD,37.3822,-77.3833,CHESTER,Chesterfield,VA,23826,DOMINION ENERGY INC (100%),1292661,"C,D"
2023,Chevron Cogenerating Station,1000696,200 INDUSTRIAL ROAD GATE 4,30.34,-88.492,PASCAGOULA,Jackson,MS,39568,THE SOUTHERN CO (100%),792226,"C,D"
2023,Chevron Oronite Oak Point,1007694,10285 Hwy 23 South,29.80832,-90.01291,Belle Chasse,PLAQUEMINES PARISH,LA,70037,CHEVRON CORP (100%),141735,C
2023,Chevron Pascagoula Refinery,1003286,250 Industrial Road,30.343733,-88.4938,Pascagoula,JACKSON COUNTY,MS,39581,CHEVRON CORP (100%),4778952,"C,P,TT,Y"
2023,Chevron Phillips Chemical Company LP Cedar Bayou Plant,1003991,9500 I-10 East,29.826,-94.921917,Baytown,HARRIS COUNTY,TX,77521,CHEVRON CORP (50%); PHILLIPS 66 (50%),2103735,"C,X"
2023,Cheyenne Plant,1005924,8305 Otto Road,41.0949,-104.908,Cheyenne,LARAMIE COUNTY,WY,82001,DYNO NOBEL (100%),383736,"C,G,PP,V"
2023,Cheyenne Prairie Generating Station,1012045,6711 HR Ranch Road,41.12703,-104.72413,Cheyenne,LARAMIE COUNTY,WY,82009,BLACK HILLS CORP (100%),182458,"C,D"
2023,Cheyenne Renewable Diesel Company LLC,1014610,2700 E 5th Street,41.1275,-104.7892,Cheyenne,LARAMIE COUNTY,WY,82007,HF SINCLAIR CORP (100%),125815,C
2023,Choctaw County Gen,1000171,2446 HIGHWAY 407 WEST,33.2881,-89.4201,FRENCH CAMP,Choctaw,MS,39745,ENTERGY CORP (100%),1950979,"C,D"
2023,Cholla,1001421,4801 FRONTAGE ROAD,34.9394,-110.3033,JOSEPH CITY,Navajo,AZ,86032,PINNACLE WEST CAPITAL CORP (100%),2078035,D
2023,Chouteau Power Plant,1001142,HWY 412B,36.2206,-95.2756,PRYOR,Mayes,OK,74362,ASSOCIATED ELECTRIC COOPERATIVE INC (100%),2606111,"C,D"
2023,Chuck Lenzie Generating Station,1000150,11405 US HIGHWAY 93,36.3853,-114.9228,APEX,Clark,NV,89124,BERKSHIRE HATHAWAY INC (100%),2778085,"C,D"
2023,Cimarron River,1001572,12406 ROAD R,37.1611,-100.7619,LIBERAL,Seward,KS,67901,SUNFLOWER ELECTRIC POWER CORP (100%),31024,"C,D"
2023,City Water & Light - City of Jonesboro,1000493,1400 HANLEY DRIVE,35.8481,-90.7257,JONESBORO,Craighead,AR,72403,CITY WATER & LIGHT PLANT OF THE CITY OF JONESBORO ARKANSAS (100%),51100,"C,D"
2023,City of Akron Steam Generating,1002328,222 OPPORTUNITY PARKWAY,41.07348,-81.53203,AKRON,SUMMIT COUNTY,OH,44307,CITY OF AKRON OHIO (100%),41771,C
2023,City of Coffeyville Light & Power,1001580,605 SANTA FE,37.0456,-95.6076,COFFEYVILLE,Montgomery,KS,67337,CITY OF COFFEYVILLE KANSAS (100%),7494,"C,D"
2023,"Clariant Corporation, Louisville Site, West Plant",1010761,1227 S. 12th Street,38.233611,-85.7755,Louisville,JEFFERSON COUNTY,KY,40210,CLARIANT CORP (100%),25457,C
2023,Clark,1000726,5640 STEPHANIE ST,36.0875,-115.0507,LAS VEGAS,Clark,NV,89122,BERKSHIRE HATHAWAY INC (100%),309091,"C,D"
2023,Clayville,1012074,4087 S. Lincoln Ave.,39.42737,-75.01947,Vineland,CUMBERLAND COUNTY,NJ,8361,CITY OF VINELAND NEW JERSEY (100%),45952,D
2023,Clean Harbors El Dorado LLC,1013278,309 American Circle,33.2044,-92.6308,El Dorado,UNION COUNTY,AR,71730,CLEAN HARBORS INC (100%),39078,"C,O,OO"
2023,Cleary Flood,1000667,1314 SOMERSET AVE,41.8653,-71.1061,TAUNTON,Bristol,MA,2780,TAUNTON MUNICIPAL LIGHTING PLANT (100%),31764,"C,D"
2023,Clemson CHP,1013805,140 Kite Hill Drive,34.67836668,-82.82346942,Clemson,,SC,29634,DUKE ENERGY CORP (100%),66216,C
2023,Cleveland County Generating Facility,1000565,200 Elm Road,35.1706,-81.4161,Grover,Cleveland,NC,28073,THE SOUTHERN CO (100%),356229,"C,D"
2023,Cliffside,1000832,DUKE POWER RD #1002,35.22,-81.7594,CLIFFSIDE,Cleveland,NC,28024,DUKE ENERGY CORP (100%),3711094,"C,D"
2023,Clifty Creek,1001531,1335 CLIFTY HOLLOW ROAD,38.7383,-85.4192,MADISON,Jefferson,IN,47250,AMERICAN ELECTRIC POWER CO INC (100%),5302011,"C,D"
2023,Clinch River,1007359,STATE ROUTE 82,36.9333,-82.1997,CLEVELAND,Russell,VA,24225,AMERICAN ELECTRIC POWER CO INC (100%),61857,"C,D"
2023,Clover Power Station,1001093,4091 Clover Rd,36.8692,-78.7046,CLOVER,Halifax,VA,24534,DOMINION ENERGY INC (50%); OLD DOMINION ELECTRIC COOPERATIVE (50%),280701,D
2023,Coal Creek,1007429,2875 3RD ST SW,47.3761,-101.1567,UNDERWOOD,Mclean,ND,58576,REMC ASSETS LP (100%),7716347,"C,D"
2023,Coffeyville Municipal Light and Power Generating Facility No. 2,1012981,2601 N. 5th Industrial Street,37.092977,-95.585154,Coffeyville,MONTGOMERY COUNTY,KS,67337,CITY OF COFFEYVILLE KANSAS (100%),44356,C
2023,"Coffeyville Resources Refining & Marketing, LLC",1004381,400 North Linden Street,37.047556,-95.606106,Coffeyville,MONTGOMERY COUNTY,KS,67337,CVR ENERGY INC (100%),1000741,"C,MM,P,Y"
2023,Colbert,1007829,900 STEAM PLANT RD,34.7439,-87.8486,TUSCUMBIA,Colbert,AL,35674,US GOVERNMENT (%),34112,"C,D"
2023,Coleto Creek,1001038,FM 2987 OFF HWY 59,28.7128,-97.2142,FANNIN,Goliad,TX,77960,Vistra Corp (100%),2755586,D
2023,Colorado Bend I,1000483,3863 S SH 60,29.2878,-96.0683,WHARTON,Wharton,TX,77488,COLORADO BEND 1 POWER LLC (100%),1112844,D
2023,Colorado Bend II,1013024,4023 South State Hwy 60,29.2878,-96.0683,Wharton,WHARTON COUNTY,TX,77488,CONSTELLATION ENERGY CORP (100%),2831828,"C,D"
2023,Colors and Effects USA LLC,1005378,205 South James Street,39.71161,-75.60906,Newport,NEW CASTLE COUNTY,DE,19804,SUN CHEMICAL (100%),24078,C
2023,Colstrip,1001020,1 WAREHOUSE ROAD,45.8831,-106.614,COLSTRIP,Rosebud,MT,59323,BERKSHIRE HATHAWAY INC (7.1%); PUGET HOLDINGS LLC (32.3%); TALEN ENERGY CORP (25.2%); PORTLAND GENERAL ELECTRIC CO (14.2%); AVISTA CORP (10.6%); NORTHWESTERN CORP (10.6%),10967111,D
2023,Columbia,1000709,1501 BUSINESS LOOP 70 E,38.9658,-92.3175,COLUMBIA,Boone,MO,65205,COLUMBIA CITY OF (INC) (100%),3823,"C,D"
2023,Columbia,1001186,W8375 MURRAY RD,43.4864,-89.4203,PARDEEVILLE,Columbia,WI,53954,ALLIANT ENERGY CORP (53.5%); INTEGRYS ENERGY GROUP INC (27.5%); MGE ENERGY INC (19%),4621127,"C,D"
2023,Columbia Energy Center (SC),1006999,100 CALPINE WAY,33.8692,-81.0183,GASTON,Calhoun,SC,29053,DOMINION ENERGY INC (100%),1118569,"C,D"
2023,Colver Green Energy,1001204,141 INTERPOWER DRIVE,40.55,-78.8,COLVER,Cambria,PA,15927,GENERATION HOLDINGS LP (100%),897020,D
2023,Comanche (470),1001462,2005 LIME RD,38.2081,-104.5747,PUEBLO,Pueblo,CO,81006,XCEL ENERGY INC (82.54%); HOLY CROSS ELECTRIC ASSOC INC (4.19%); INTERMOUNTAIN RURAL ELECTRIC ASSOC (13.27%),6991406,"C,D"
2023,Comanche (8059),1001191,6601 SE 60TH ST,34.5431,-98.3244,LAWTON,Comanche,OK,73501,AMERICAN ELECTRIC POWER CO INC (100%),269002,D
2023,Commonwealth Chesapeake,1007538,3415 WHITE OAK WAY,37.9892,-75.54,NEW CHURCH,Accomack,VA,23415,TYR ENERGY INC (100%),18058,D
2023,Concord,1001086,N8914 COUNTY HIGHWAY E,43.1669,-88.69,WATERTOWN,Jefferson,WI,53094,WEC Energy Group Inc (100%),88705,"C,D"
2023,Conemaugh,1000877,1442 POWER PLANT ROAD,40.3842,-79.0611,NEW FLORENCE,Indiana,PA,15944,ARCLIGHT CAPITAL HOLDINGS LLC (57.61%); BOWFIN KEYCON POWER LLC (3.72%); TALEN ENERGY CORP (22.22%); KEYCON OPERATING LLC (16.45%),2804426,"C,D"
2023,ConocoPhillips Alaska Inc - KRU CPF1,1005789,,70.3233,-149.605,North Slope,NORTH SLOPE BOROUGH,AK,0,CONOCOPHILLIPS (92.52%); CHEVRON CORP (4.95%); EXXON MOBIL CORP (2.53%),492539,"C,MM,Y"
2023,Coolidge Generating Station,1007962,"T6S, R8E, Section 10",32.9175,-111.5041,Randolph,Pinal,AZ,85128,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT (100%),241403,D
2023,"Cooper River Partners, LLC",1007442,1588 Bushy Park Road,32.986764,-79.932948,Goose Creek,BERKELEY COUNTY,SC,29445,COOPER RIVER PARTNERS LLC (100%),59946,C
2023,Cope Station,1001092,405 TEAMWORK ROAD,33.3642,-81.03,COPE,Orangeburg,SC,29038,DOMINION ENERGY INC (100%),968630,"C,D"
2023,Copper Station,1000540,651 HAWKINS BLVD,31.7569,-106.375,EL PASO,El Paso,TX,79915,EL PASO ELECTRIC CO (100%),43095,C
2023,Cordova Energy Company,1001354,24712 192ND AVE NORTH,41.7146,-90.2802,CORDOVA,Rock Island,IL,61242,BERKSHIRE HATHAWAY INC (91.1%); FAMILY & ESTATE OF WALTER SCOTT JR (7.9%); GREGORY E ABEL REVOCABLE TRUST (1%),293296,"C,D"
2023,Cornerstone Chemical Company,1004570,10800 River Road,29.958889,-90.270472,Waggaman,JEFFERSON PARISH,LA,70094,CSTN HOLDINGS INC (100%),332073,"C,X"
2023,Coronado Generating Station,1007103,,34.5778,-109.2717,ST JOHNS,Apache,AZ,85936,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT (100%),3662285,"C,D,HH"
2023,Corpus Christi Energy Center,1001363,3952 BUDDY LAWRENCE DRIVE,27.8139,-97.4283,CORPUS CHRISTI,Nueces,TX,78407,CPN MANAGEMENT LP (100%),1366344,"C,D"
2023,Corpus Christi Terminal Condensate Splitter,1012506,1802 Poth Lane,27.811804,-97.435631,Corpus Christi,NUECES COUNTY,TX,78407,ONEOK INC (100%),71585,"C,MM,Y"
2023,Corteva Agriscience LLC  Harbor Beach Operations,1002529,305 NORTH HURON,43.846111,-82.649722,HARBOR BEACH,HURON COUNTY,MI,48441,CORTEVA INC (100%),56533,C
2023,Corteva agriscience - Pittsburg Operations,1007805,901 LOVERIDGE ROAD,38.023129,-121.855352,PITTSBURG,CONTRA COSTA COUNTY,CA,94565,CORTEVA INC (100%),26221,C
2023,"Cos-Mar Company, Styrene Monomer Plant",1006565,6325 Highway 75,30.225083,-91.069424,Carville,IBERVILLE PARISH,LA,70721,SABIC INNOVATIVE PLASTICS US LLC (50%); TOTAL HOLDINGS USA INC (50%),311663,C
2023,Cosumnes Power Plant,1000323,14295A Clay East Road,38.3383,-121.1239,HERALD,Sacramento,CA,95638,SACRAMENTO MUNICIPAL UTILITY DISTRICT FINANCING AUTHORITY (100%),1117202,D
2023,Cottage Grove Cogeneration,1001291,9525 105TH ST COURT S,44.7956,-92.9119,COTTAGE GROVE,Washington,MN,55016,PANCENTAL CGC HOLDINGS LLC (99%); LSP-COTTAGE GROVE LLC (1%),473642,"C,D"
2023,Cottonwood Energy Project,1007303,976 COUNTY ROAD 4213,30.2588,-93.7353,DEWEYVILLE,Newton,TX,77614,CLECO CORPORATE HOLDINGS LLC (100%),2384098,"C,D"
2023,Coughlin Power Station,1001603,2180 ST LANDRY HWY,30.8442,-92.2606,ST. LANDRY,Evangeline,LA,71367,CLECO CORPORATE HOLDINGS LLC (100%),1625691,D
2023,Covert Generating Station,1001406,26000 77TH ST,42.3231,-86.2925,COVERT,Van Buren,MI,49043,CMS ENERGY CORP (100%),2950609,"C,D"
2023,Coyote,1007420,6240 13TH ST SW,47.2217,-101.8139,BEULAH,Mercer,ND,58523,OTTER TAIL CORP (35%); NORTHERN MUNICIPAL POWER AGENCY (30%); MDU RESOURCES GROUP INC (25%); NORTHWESTERN CORP (10%),2935490,"C,D"
2023,Coyote Springs,1001119,200 ULLMAN BLVD,45.8486,-119.6744,BOARDMAN,Morrow,OR,97818,AVISTA CORP (50%); PORTLAND GENERAL ELECTRIC CO (50%),1576674,"C,D"
2023,Craig,1001008,2101 S RANNEY,40.4627,-107.5912,CRAIG,Moffat,CO,81626,XCEL ENERGY INC (6.47%); TRI-STATE GENERATION & TRANSMISSION ASSOC INC (49.33%); SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT (19.34%); BERKSHIRE HATHAWAY INC (12.86%); PLATTE RIVER POWER AUTHORITY (12%),5306621,"C,D"
2023,Craven County Wood Energy,1007732,201 Executive Parkway,35.1285,-77.17,New Bern,CRAVEN COUNTY,NC,28562,ATLANTIC POWER CORP (50%); CMS ENERGY CORP (50%),7363,D
2023,Crete Energy Park,1001384,25400 HARTMAN DRIVE,41.4297,-87.6187,CRETE,Will,IL,60417,EARTHRISE LEGATO LLC (100%),40227,"C,D"
2023,Cricket Valley Energy Center,1013598,2241 Route 22,41.67616,-73.576914,DOVER PLAINS,DUTCHESS COUNTY,NY,12522,CRICKET VALLEY ENERGY CENTER LLC (100%),1968352,"C,D"
2023,Croda Inc,1013317,315 Cherry Lane,39.690455,-75.538406,New Castle,NEW CASTLE COUNTY,DE,19720,CRODA INTERNATIONAL PUBLIC LC (100%),25940,C
2023,Cross,1001427,553 CROSS STATION ROAD,33.3692,-80.1119,PINEVILLE,Berkeley,SC,29468,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY (100%),8508886,D
2023,Crossroads Energy Center (CPU),1000152,240 HICKS ST,34.183,-90.5621,CLARKSDALE,Coahoma,MS,38614,CLARKSDALE PUBLIC UTILITIES COMMISSION (100%),138306,D
2023,Crystal River Power Plant,1001487,15760 WEST POWERLINE ST,28.9594,-82.7003,CRYSTAL RIVER,Citrus,FL,34428,DUKE ENERGY CORP (100%),8380564,"C,D,TT"
2023,Culbertson Station,1000563,5419 Road 1016,48.2104,-104.3919,Culbertson,Roosevelt,MT,59218,BASIN ELECTRIC POWER COOPERATIVE (100%),137957,D
2023,Cumberland,1007639,815 CUMBERLAND CITY RD,36.3903,-87.6539,CUMBERLAND CITY,Stewart,TN,37050,US GOVERNMENT (%),9455486,"C,D"
2023,Cumberland Energy Center,1006939,4001 EAST MAIN ST,39.3757,-74.9654,MILLVILLE,Cumberland,NJ,8332,CPN MANAGEMENT LP (100%),36948,"C,D"
2023,Cunningham,1000755,13M W OF HOBBS ON HWY 62/180,32.7131,-103.3533,HOBBS,Lea,NM,88240,XCEL ENERGY INC (100%),866328,"C,D"
2023,Currant Creek Power Project,1000436,2096 WEST 300 NORTH,39.8223,-111.894,MONA,Juab,UT,84645,BERKSHIRE HATHAWAY INC (100%),1147967,"C,D"
2023,Curtis H. Stanton Energy Center,1001472,5100 S ALAFAYA TRAIL,28.4836,-81.1686,ORLANDO,Orange,FL,32831,ORLANDO UTILITIES COMMISSION (INC) (100%),3921348,D
2023,D B Wilson,1001066,State Highway 85,37.4497,-87.0803,Island,Ohio,KY,42350,BIG RIVERS ELECTRIC CORP (100%),3222613,"C,D"
2023,D G Hunter,1006862,1011 North Third Street,31.321,-92.4626,Alexandria,RAPIDES PARISH,LA,71301,CITY OF ALEXANDRIA LOUISIANA (100%),56862,C
2023,DAIKIN AMERICA INC.,1005062,905 STATE DOCKS ROAD,34.630486,-87.039444,DECATUR,MORGAN COUNTY,AL,35601,DAIKIN HOLDINGS AMERICA INC (100%),625971,"C,L,O,OO"
2023,DETROIT REFINERY,1006388,1300 SOUTH FORT STREET,42.280556,-83.152778,DETROIT,WAYNE COUNTY,MI,48217,MARATHON PETROLEUM CORP (100%),928748,"C,MM,Y"
2023,DIAMOND GREEN DIESEL PORT ARTHUR FACILITY,1014847,2275 W Rev Dr Ransom Howard St,29.85043,-93.959913,PORT ARTHUR,JEFFERSON COUNTY,TX,77640,DIAMOND GREEN DIESEL (100%),28557,C
2023,DIAMOND SHAMROCK REFINING VALERO,1008310,301 LEROY ST.,28.456667,-98.190277,THREE RIVERS,LIVE OAK COUNTY,TX,78071,VALERO ENERGY CORP (100%),668326,"C,MM,Y"
2023,DISTRICT ENERGY ST PAUL INC-HANS O NYMAN,1006101,76 KELLOGG BOULEVARD WEST,44.94333,-93.096815,SAINT PAUL,RAMSEY COUNTY,MN,55102,DISTRICT ENERGY ST PAUL INC (100%),30241,C
2023,DOUBLE C LIMITED,1002820,10245 OILFIELD ROAD,35.490363,-119.042957,BAKERSFIELD,KERN COUNTY,CA,93308,DOUBLE C LTD (100%),12901,C
2023,DOVER MUNICIPAL LIGHT PLANT (0679010146),1006663,303 EAST BROADWAY,40.52013,-81.46752,DOVER,TUSCARAWAS COUNTY,OH,44622,CITY OF DOVER OHIO (100%),79991,C
2023,DOW SILICONES CORPORATION,1002548,4770 HIGHWAY 42 EAST,38.7074,-85.1048,CARROLLTON,CARROLL COUNTY,KY,41008,DOW INC (100%),166449,"C,TT"
2023,DOW TEXAS OPERATIONS FREEPORT,1002040,2301 N. BRAZOSPORT BLVD. BUILDING B-101,28.980147,-95.342272,FREEPORT,BRAZORIA COUNTY,TX,77541,DOW INC (100%),5097232,"C,DD,TT,W,X"
2023,DSM NUTRITIONAL PRODUCTS LLC,1001741,205 MACKS ISLAND DRIVE,40.8419,-75.0675,BELVIDERE,WARREN COUNTY,NJ,7823,DSM HOLDING CO USA INC (100%),40717,C
2023,"DTE Atlantic, LLC",1008787,1077 Absecon Blvd,39.370885,-74.430391,Atlantic City,ATLANTIC COUNTY,NJ,8401,DTE ENERGY CO (100%),37638,C
2023,"DTE Calvert City, LLC",1000282,480 N MAIN,37.0467,-88.3506,CALVERT CITY,Marshall,KY,42029,DTE ENERGY CO (100%),199368,C
2023,DTE East China,1000173,4490 NORTH RIVER RD,42.774,-82.4818,EAST CHINA,Saint Clair,MI,48054,DTE ENERGY CO (100%),383363,D
2023,DTE Electric Company - Dearborn Energy Center,1013875,1641 Carroll Shelby Way East,42.29701,-83.23063,Dearborn,WAYNE COUNTY,MI,48124,DTE ENERGY CO (100%),141380,C
2023,DU PONT PONTCHARTRAIN WORKS,1001715,586 HIGHWAY 44,30.0589,-90.5241,LA PLACE,ST. JOHN THE BAPTIST PARISH,LA,70068,DUPONT DE NEMOURS INC (100%),100340,C
2023,DYNO NOBEL INCORPORATED NITROGEN DIVISION,1006100,11025 HIGHWAY D,39.430417,-91.022556,LOUISIANA,PIKE COUNTY,MO,63353,DYNO NOBEL (100%),860677,"C,V"
2023,Dahlberg (Jackson County),1001147,585 JARRETT ROAD,34.0386,-83.3972,NICHOLSON,Jackson,GA,30565,THE SOUTHERN CO (100%),170710,"C,D"
2023,Dallman,1001529,3100 STEVENSON DRIVE,39.7539,-89.6011,SPRINGFIELD,Sangamon,IL,62703,CITY OF SPRINGFIELD ILLINOIS (100%),751624,"C,D"
2023,Dan E Karn,1007374,2742 N WEADOCK HWY,43.6425,-83.8431,ESSEXVILLE,Bay,MI,48732,CMS ENERGY CORP (100%),719951,"C,D"
2023,Dan River,1000833,900 S EDGEWOOD RD,36.4862,-79.7208,EDEN,Rockingham,NC,27288,DUKE ENERGY CORP (100%),1470089,"C,D"
2023,Daniel Electric Generating Plant,1007370,13201 HIGHWAY 63,30.5335,-88.5574,ESCATAWPA,Jackson,MS,39552,THE SOUTHERN CO (75%); NEXTERA ENERGY INC (25%),5076458,"C,D"
2023,Danskammer Generating Station,1000758,994 RIVER RD,41.573,-73.9646,NEWBURGH,Orange,NY,12550,DANSKAMMER ENERGY LLC (100%),11678,D
2023,Darby Electric Generating Station,1001382,12509 ADKINS ROAD,39.7139,-83.1778,MOUNT STERLING,Pickaway,OH,43143,LIGHTSTONE GENERATION LLC (100%),200709,"C,D"
2023,Darbytown Combustion Turbine,1000303,6001 FERGUS BLVD,37.4978,-77.368,RICHMOND,Henrico,VA,23883,DOMINION ENERGY INC (100%),85317,"C,D"
2023,Dartmouth Power,1009167,1 ENERGY RD.,41.6728,-70.9989,DARTMOUTH,Bristol,MA,2747,SAPPHIRE POWER HOLDINGS LLC (100%),17608,"C,D"
2023,Dave Gates Generating Station,1007439,241-A Willow Glen Road,46.1066,-112.8755,Anaconda,Deer Lodge,MT,59711,NORTHWESTERN CORP (100%),330090,"C,D"
2023,Dave Johnston,1000990,1591 TANK FARM ROAD,42.8378,-105.7769,GLENROCK,Converse,WY,82637,BERKSHIRE HATHAWAY INC (100%),4166695,"C,D"
2023,David M Ratcliffe,1010949,5835 Highway 496,32.7976,-88.6057,De Kalb,KEMPER COUNTY,MS,39328,THE SOUTHERN CO (100%),1401440,"C,D"
2023,Dayton Avenue Substation,1000448,2300 PULLMAN ST,42.0269,-93.5828,AMES,Story,IA,50010,CITY OF AMES IOWA (100%),1856,"C,D"
2023,De Moss Petrie Generating Station,1007187,2501 N FLOWING WELLS ROAD,32.2511,-110.9889,TUCSON,Pima,AZ,85705,UNS ENERGY CORP (100%),998,D
2023,De Pere Energy Center,1001295,112 N 5TH ST,44.4489,-88.0731,DE PERE,Brown,WI,54115,WEC Energy Group Inc (100%),88468,"C,D"
2023,DeBary Power Plant,1001014,176 WEST HIGHBANKS RD,28.9047,-81.3319,DEBARY,Volusia,FL,32713,DUKE ENERGY CORP (100%),83353,"C,D"
2023,Dearborn Industrial Generation,1006695,2400 MILLER ROAD,42.3026,-83.154,DEARBORN,Wayne,MI,48121,CMS ENERGY CORP (100%),3294868,"C,D"
2023,Decatur Energy Center,1006705,2024 HIGHWAY 20 WEST,34.6292,-87.0214,DECATUR,Morgan,AL,35601,CAPITAL POWER INVESTMENTS LLC (100%),840519,D
2023,Decker Creek,1006650,8003 DECKER LN,30.3036,-97.6128,AUSTIN,Travis,TX,78724,AUSTIN ENERGY CORP (100%),71101,C
2023,Decordova,1007501,4950 POWER PLANT COURT,32.4033,-97.6986,GRANBURY,Hood,TX,76048,Vistra Corp (100%),78945,C
2023,Dededo Combustion Turbine Generating Facility,1013328,"10122-10-1 & 10122-13-1, Route 1",13.516089,144.851667,Dededo,GUAM,GU,96929,GUAM POWER AUTHORITY (100%),143113,C
2023,Deer Creek Station,1005589,2615 484th Ave.,44.3961,-96.5333,Elkton,Brookings,SD,57026,BASIN ELECTRIC POWER COOPERATIVE (100%),461037,D
2023,Deer Park Energy Center,1000825,5665 HIGHWAY 225,29.7153,-95.1361,DEER PARK,Harris,TX,77536,CPN MANAGEMENT LP (100%),3664604,D
2023,Deer Park Refining Limited Partnership,1014559,5900 Highway 225 East,29.722222,-95.126944,Deer Park,HARRIS COUNTY,TX,77536,DEER PARK REFINING LP (100%),3230829,"C,MM,Y"
2023,Deerhaven,1001495,10001 NW 13TH ST,29.7586,-82.3883,GAINESVILLE,Alachua,FL,32653,CITY OF GAINESVILLE FLORIDA (100%),562601,"C,D"
2023,Deerhaven Renewable,1011204,11201 NW 13th Street,29.7586,-82.3883,Gainesville,ALACHUA COUNTY,FL,32653,CITY OF GAINESVILLE FLORIDA (100%),6332,D
2023,Delaware City Refinery,1007322,4550 WRANGLE HILL ROAD,39.5936,-75.6337,DELAWARE CITY,New Castle,DE,19706,PBF ENERGY INC (100%),3416063,"C,D,MM,PP,Y"
2023,"Delek Refining, Ltd",1006444,1702 East Commerce St,32.362643,-95.280179,Tyler,SMITH COUNTY,TX,75702,DELEK US HOLDINGS INC (100%),440271,"C,MM,Y"
2023,Dell Power Plant,1000794,301 E STATE HIGHWAY 18,35.8619,-90.0253,DELL,Mississippi,AR,72426,ASSOCIATED ELECTRIC COOPERATIVE INC (100%),1694715,"C,D"
2023,Delray,1000674,6911 W JEFFERSON AVE,42.2947,-83.1019,DETROIT,Wayne,MI,48209,DTE ENERGY CO (100%),14141,D
2023,"Delta Energy Center, LLC",1001263,1200 ARCY LANE,38.0167,-121.8439,PITTSBURG,Contra Costa,CA,94565,CPN MANAGEMENT LP (100%),1630421,D
2023,Deltech Monomers OpCo,1002789,11911 SCENIC HIGHWAY,30.553364,-91.202428,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70807,DELTECH MONOMERS BIDCO HOLDINGS LLC (100%),100627,C
2023,Denton Energy Center,1013173,8161 Jim Christal Rd.,33.221006,-97.215656,Denton,DENTON COUNTY,TX,76207,CITY OF DENTON TEXAS (100%),160773,C
2023,Desert Basin Generating Station,1001329,1872 N BURRIS RD,32.9042,-111.7889,CASA GRANDE,Pinal,AZ,85222,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT (100%),1240576,D
2023,Desert Star Energy Center,1001306,701 El Dorado Valley Drive,35.7867,-114.9928,Boulder City,Clark,NV,89005,SEMPRA ENERGY (100%),679414,D
2023,"Diamond Green Diesel, LLC",1014594,14891 E Airline Hwy,29.99944029,-90.38468983,Norco,,LA,70079,DARLING INGREDIENTS INC (50%); VALERO ENERGY CORP (50%),34709,C
2023,"Diamond Shamrock Refining Company, L.P.",1007936,6701 FM 119,35.951944,-101.873889,SUNRAY,MOORE COUNTY,TX,79086,VALERO ENERGY CORP (100%),1366131,"C,MM,P,Y"
2023,Dickerson,1000650,21200 MARTINSBURG ROAD,39.2086,-77.4644,DICKERSON,Montgomery,MD,20842,GENON ENERGY INC (100%),198238,"C,D"
2023,Dighton,1001294,1450 SOMERSET AVE,41.8312,-71.1239,DIGHTON,Bristol,MA,2715,JERA ENERGY AMERICA LLC (50%); Lotus Infrastructure Partners (50%),151449,D
2023,Dixie Chemical Company,1005947,10601 Bay Area Blvd,29.612017,-95.050481,Pasadena,HARRIS COUNTY,TX,77507,GLENCOE CAPITAL (100%),44972,C
2023,Dogwood Energy Facility,1001351,25111 E 175TH ST,38.7931,-94.3006,PLEASANT HILL,Cass,MO,64080,DOGWOOD POWER MANAGEMENT LLC (100%),1048316,D
2023,Donald Von Raesfeld,1000310,850 DUANE AVE,37.3767,-121.9508,SANTA CLARA,Santa Clara,CA,95054,CITY OF SANTA CLARA CALIFORNIA (100%),379656,D
2023,Doswell Limited Partnership,1001259,10098 OLD RIDGE ROAD,37.8181,-77.4478,ASHLAND,Hanover,VA,23005,LS POWER EQUITY PARTNERS LP (100%),2581376,"C,D"
2023,Dow Corning Corporation - Midland Site,1002166,3901 S. Saginaw Rd.,43.58891,-84.20784,Midland,MIDLAND COUNTY,MI,48686,DOW INC (100%),34493,C
